St1_Pelvis_X,St1_Pelvis_Y,St1_Pelvis_Z,St2_Pelvis_X,St2_Pelvis_Y,St2_Pelvis_Z,St1_Hip_X,St1_Hip_Y,St1_Hip_Z,St2_Hip_X,St2_Hip_Y,St2_Hip_Z,St1_Knee_X,St1_Knee_Y,St1_Knee_Z,St2_Knee_X,St2_Knee_Y,St2_Knee_Z,St1_Ankle_X,St1_Ankle_Y,St1_Ankle_Z,St2_Ankle_X,St2_Ankle_Y,St2_Ankle_Z
50.6157256,9.376899,-1.3622636,44.017704,-8.8968828,-1.8138138,8.872124,-1.689755,-0.9589732,9.6197206,-1.191931,-1.021797,0.3568842,-0.9579802,0.1541798,-0.8233294,-0.8206152,0.0779174,0.6162558,0.0584546,-0.0949308,0.7066188,0.1612632,-0.0624266
50.7246246,9.3756412,-1.3692146,44.1952524,-8.9319026,-1.8517464,8.9383902,-1.7470842,-0.9770458,9.6727468,-1.1802136,-1.0057104,0.2938618,-0.9715512,0.1553714,-0.852656,-0.8096922,0.0814922,0.6119528,0.0603082,-0.0918856,0.709333,0.1640436,-0.0567996
50.8195554,9.3792822,-1.3792108,44.3628046,-8.9592432,-1.8879578,8.9960504,-1.80064,-0.9937282,9.7266998,-1.1706146,-0.9892928,0.2336198,-0.98307,0.1560996,-0.8829756,-0.7991664,0.0854642,0.6086428,0.0623604,-0.0889728,0.711981,0.1668902,-0.0510402
50.902173,9.389477,-1.3916564,44.5216184,-8.9751974,-1.922117,9.045237,-1.8493632,-1.0086894,9.781381,-1.1633988,-0.9727428,0.1761582,-0.9924704,0.1563644,-0.9141558,-0.7890378,0.0898996,0.606392,0.0644788,-0.0861924,0.7145628,0.1696044,-0.0451484
50.9741986,9.4068876,-1.406088,44.6722896,-8.9785736,-1.953893,9.0865458,-1.8925256,-1.0216646,9.8365256,-1.1586324,-0.956259,0.1214108,-0.9998186,0.1560996,-0.9461304,-0.7796374,0.0945336,0.6052666,0.0667296,-0.0835444,0.7170122,0.1722524,-0.0392566
51.0374858,9.431183,-1.4222408,44.8142886,-8.9708282,-1.9831534,9.1205064,-1.9294652,-1.032389,9.8920012,-1.1566464,-0.94004,0.069179,-1.0053132,0.1553714,-0.9788332,-0.7710314,0.0993662,0.6052666,0.0691128,-0.0811612,0.719263,0.1748342,-0.033431
51.0934248,9.4614364,-1.4396514,44.9460266,-8.9546754,-2.0097658,9.1481118,-1.9597848,-1.0407302,9.9478078,-1.1576394,-0.9243506,0.019198,-1.0091528,0.154246,-1.0121318,-0.7634846,0.104265,0.6064582,0.071496,-0.0789104,0.7213152,0.1772174,-0.0277378
51.1432072,9.496721,-1.4581212,45.0662458,-8.9329618,-2.0335316,9.1704874,-1.9832858,-1.0464896,10.004144,-1.16181,-0.9093232,-0.0288632,-1.0114698,0.1527896,-1.0458938,-0.7571956,0.10923,0.6087752,0.0738792,-0.0769244,0.7230364,0.179402,-0.0222432
51.1879584,9.5365072,-1.4773192,45.1748138,-8.9084016,-2.0545832,9.1887586,-2.0000344,-1.049601,10.061076,-1.1693568,-0.895355,-0.0753356,-1.0127276,0.1510684,-1.0799868,-0.7524292,0.1140626,0.6122176,0.0762624,-0.075137,0.7244266,0.1813218,-0.0170134
51.2288038,9.5808612,-1.4968482,45.2727236,-8.8834442,-2.0728544,9.2043818,-2.0100306,-1.0500644,10.119001,-1.1805446,-0.8825122,-0.1206826,-1.0131248,0.1490824,-1.1144108,-0.7494502,0.1187628,0.616653,0.0785794,-0.0736144,0.7254858,0.1831092,-0.0121808
