St1_Pelvis_X,St1_Pelvis_Y,St1_Pelvis_Z,St2_Pelvis_X,St2_Pelvis_Y,St2_Pelvis_Z,St1_Hip_X,St1_Hip_Y,St1_Hip_Z,St2_Hip_X,St2_Hip_Y,St2_Hip_Z,St1_Knee_X,St1_Knee_Y,St1_Knee_Z,St2_Knee_X,St2_Knee_Y,St2_Knee_Z,St1_Ankle_X,St1_Ankle_Y,St1_Ankle_Z,St2_Ankle_X,St2_Ankle_Y,St2_Ankle_Z
2.670728,0.278589,-14.002155,2.334287,3.999638,-7.145935,-8.106402,-2.886621,10.542473,-3.615697,0.615633,11.727814,37.733353,-1.664783,-19.515852,49.330132,1.577602,-28.80632,-8.024599,4.794293,18.14665,-17.375399,0.754439,13.534053
2.638805,0.323795,-13.955833,2.37331,4.04691,-7.113129,-7.937027,-2.807287,10.588209,-3.481582,0.6806,11.733371,38.136787,-1.604775,-19.732719,49.527203,1.61084,-28.919746,-8.292509,4.65925,18.13954,-17.211329,0.730596,13.492473
2.607569,0.370189,-13.909305,2.412348,4.093394,-7.079975,-7.766123,-2.724699,10.631339,-3.34569,0.745519,11.737677,38.541145,-1.542213,-19.953344,49.720982,1.644728,-29.029427,-8.559012,4.522084,18.125214,-17.026205,0.702579,13.449476
2.577063,0.417548,-13.862536,2.4512,4.138865,-7.0463,-7.593736,-2.639186,10.671426,-3.20773,0.81031,11.740921,38.946388,-1.477148,-20.177374,49.912369,1.679934,-29.135983,-8.823983,4.383176,18.10346,-16.821272,0.670495,13.40461
2.547327,0.46566,-13.815493,2.48968,4.183098,-7.011918,-7.419882,-2.551075,10.708094,-3.067393,0.874882,11.743294,39.3526,-1.409595,-20.404545,50.102322,1.717128,-29.240158,-9.087283,4.242927,18.074104,-16.598,0.63462,13.357473
2.518401,0.51431,-13.768143,2.527617,4.225868,-6.97664,-7.244574,-2.460694,10.741015,-2.924386,0.939135,11.744976,39.759876,-1.339536,-20.634638,50.291801,1.756962,-29.342772,-9.348726,4.101778,18.036989,-16.358107,0.595406,13.307734
2.490325,0.563298,-13.720453,2.564849,4.266949,-6.940289,-7.067805,-2.36837,10.769927,-2.77847,1.00295,11.746151,40.168365,-1.266917,-20.867525,50.48172,1.800047,-29.444693,-9.608112,3.960201,17.99202,-16.103586,0.553479,13.255171
2.463141,0.612426,-13.6724,2.601246,4.306141,-6.902682,-6.889588,-2.274434,10.794624,-2.629395,1.066219,11.747011,40.578201,-1.19166,-21.103123,50.672951,1.846955,-29.546841,-9.865176,3.818718,17.939154,-15.836588,0.509608,13.199651
2.436882,0.66152,-13.623953,2.636692,4.343262,-6.86366,-6.709911,-2.179199,10.814971,-2.476995,1.128826,11.747751,40.989567,-1.113647,-21.341452,50.866238,1.898187,-29.650112,-10.119667,3.67787,17.878422,-15.559513,0.464707,13.141181
2.411582,0.710417,-13.575091,2.671105,4.378165,-6.823067,-6.528769,-2.082971,10.830892,-2.321109,1.190674,11.748574,41.402618,-1.032734,-21.582605,51.062237,1.954182,-29.755392,-10.371305,3.538231,17.809937,-15.274859,0.419782,13.079877
